SKU_CD,PROD_NM,BRND,SZ,WT_GMS,CAT_CD,ALLRGY,EAN,DT_LNCH
IN02695,Alteva Foaming पाउडर Hand Wash,Alteva,300ml,300,PC-HW,"milk,sesame,gluten,soy",9565300022752,25/02/18
IN02696,Nuarix Dishwasher Tablets,Nuarix,300ml,50,HH-DW,"shellfish,milk",9280337142135,19/04/23
IN02697,Kaleo शैम्पू Intensive Moisturiser,Kaleo,400ml,150,PC-MS,"wheat,gluten,fish,tree nuts",8949542762934,06/10/20
IN02698,Primus Aloe Hand Wash,Primus,150ml,100,PC-HW,"milk,shellfish",2819598161806,05/09/23
IN02699,Novix स्प्रे Sensitive Skin Body Wash,Novix,500ml,50,PC-BW,"milk,soy",3627244522753,26/11/20
IN02700,Solaris Volumising स्प्रे Conditioner,Solaris,150ml,100,PC-CD,"wheat,gluten,sesame",1553250169939,01/02/20
IN02701,TEST-Verdant Heavy पाउडर Duty Dish Soap,Verdant,250ml,75,HH-DW,,6516086249515,09/07/20
IN02702,Sovara Hydrating Face Wash,Sovara,300ml,50,PC-FW,"shellfish,tree nuts",2966471181328,16/01/18
IN02703,Serafix Kitchen Cleaner,Serafix,750ml,75,HH-SC,"eggs,sesame,peanuts,soy",5506369851673,19/09/22
IN02704,Zenpur Mustard Sauce,Zenpur,750ml,75,FB-CN,"fish,gluten,shellfish,soy",0223644995147,18/08/20
IN02705,Tolvex Multi-Surface Spray,Tolvex,200ml,150,HH-SC,"wheat,peanuts",9162631777445,29/08/19
IN02706,Solven Leave-In क्रीम Conditioner,Solven,100ml,200,PC-CD,eggs,9738190347315,02/02/23
IN02707,Vanta 24hr Roll-On Deodorant,Vanta,1000ml,100,PC-DO,"tree nuts,sesame,soy,gluten",8508332710458,28/04/20
IN02708,Helix Granola तेल Bar,Helix,150ml,250,FB-SN,"soy,peanuts,gluten",1719163354712,08/01/22
IN02709,Cristalix Night Cream,Cristalix,1000ml,500,PC-MS,tree nuts,4176892206823,09/11/20
IN02710,Nuarix Whitening Deodorant,Nuarix,50ml,100,PC-DO,"peanuts,tree nuts,shellfish,milk",8691981625492,11/03/20
02711,Toreva Anti-Dandruff शैम्पू Shampoo,Toreva,150ml,300,PC-SH,"eggs,soy",3861367461616,25/10/22
IN02712,Nuvelo Nourishing Body Cleanser,Nuvelo,150ml,150,PC-BW,"milk,shellfish,soy",6712747069533,16/11/18
02713,Cryston Deep Conditioner,Cryston,500ml,200,PC-CD,,6972967204187,28/10/22
IN02714,Serafix Smooth & Shine Conditioner,Serafix,75ml,75,PC-CD,"shellfish,sesame,gluten",5864740192556,07/10/20
IN02715,Qualis Repair स्प्रे Shampoo,Qualis,250ml,50,PC-SH,"fish,eggs",6143840397269,07/05/23
IN02716,Zenpur सीरम Sport Deodorant,Zenpur,400ml,300,PC-DO,"milk,peanuts,eggs,wheat",2509563603850,12/08/21
IN02717,Krisol Smooth & Shine Conditioner,Krisol,500ml,100,PC-CD,eggs,3299678343589,03/02/22
IN02718,Solven Eco Dish Liquid,Solven,750ml,400,HH-DW,"fish,soy,tree nuts",8692254376363,18/07/22
IN02719,Solaris Smooth & Shine Conditioner,Solaris,75ml,75,PC-CD,"eggs,fish,tree nuts",3595539450695,06/11/23
IN02720,Primus Rinse Aid,Primus,1000ml,100,HH-DW,"peanuts,sesame,fish,eggs",0997285541796,17/04/20
IN02721,Frostine Oat Protein Bar,Frostine,150ml,75,FB-SN,"gluten,eggs",4215440967622,29/06/21
IN02722,Vivara Smooth & Shine Conditioner,Vivara,400ml,200,PC-CD,,4052770354766,07/04/22
IN02723,Orinum Gentle Face Wash,Orinum,1000ml,400,PC-FW,"gluten,shellfish,tree nuts,milk",0906519407234,22/02/21
02724,Vivara Antibacterial Hand Wash,Vivara,50ml,200,PC-HW,,1708292209253,27/12/18
IN02725,Lumeva Mixed Nuts Blend,Lumeva,50ml,50,FB-SN,eggs,5011474729903,24/11/21
IN02726,DUMMY-Tresol Sport Deodorant,Tresol,150ml,400,PC-DO,"soy,milk,peanuts,shellfish",7574568442631,12/03/20
IN02727,Arovia Oil Control Face Wash,Arovia,1000ml,500,PC-FW,"peanuts,fish,tree nuts,milk",9034830824131,18/06/18
IN02728,Oralix Repair Shampoo,Oralix,300ml,200,PC-SH,"gluten,milk",3593417733434,23/06/18
IN02729,Glova Rice Cakes,Glova,500ml,100,FB-SN,,8216063923183,21/03/22
IN02730,Glova Disinfectant Spray,Glova,1000ml,75,HH-SC,,8023883697022,28/12/21
IN02731,Toreva Disinfectant स्प्रे Spray,Toreva,150ml,250,HH-SC,"peanuts,gluten,eggs",1935472863992,26/05/22
IN02732,Luminos स्प्रे Repair Conditioner,Luminos,1000ml,100,PC-CD,sesame,4920317591458,11/02/18
IN02733,Aevum Dish Liquid,Aevum,1000ml,50,HH-DW,gluten,5728693953919,11/04/18
02734,Plexum Foaming Hand Wash,Plexum,150ml,150,PC-HW,"wheat,shellfish,fish,gluten",3480249668990,03/12/19
IN02735,Vivara Hydrating क्रीम Face Wash,Vivara,500ml,250,PC-FW,"wheat,milk",1015444847929,17/01/18
IN02736,Oralix Bathroom Cleaner,Oralix,250ml,75,HH-SC,"shellfish,milk,soy,tree nuts",2217759902549,10/12/23
IN02737,Purevex Hydrating Face Wash,Purevex,50ml,150,PC-FW,milk,4103728102974,07/12/19
IN02738,Orinum Rinse Aid,Orinum,250ml,250,HH-DW,,2637007963304,11/01/20
IN02739,Solven Repair Conditioner,Solven,400ml,300,PC-CD,"fish,sesame,wheat",1274621334595,24/11/21
IN02740,Teraxis Laundry Powder,Teraxis,750ml,250,HH-LN,,1929590994416,07/05/21
IN02741,Aurova Bathroom Cleaner,Aurova,400ml,300,HH-SC,shellfish,8256485864763,07/09/22
IN02742,Polvera Rinse Aid,Polvera,250ml,400,HH-DW,"milk,tree nuts,eggs",8650679964510,12/02/19
IN02743,Gleam Whitening Deodorant,Gleam,50ml,250,PC-DO,"wheat,tree nuts,fish,peanuts",7042646979503,12/07/18
IN02744,Purelix सीरम Intensive Moisturiser,Purelix,50ml,300,PC-MS,sesame,2850416275022,24/04/18
IN02745,Nexpur Vinegar Dressing,Nexpur,100ml,250,FB-CN,eggs,2380294462769,24/09/20
IN02746,Elaris 24hr Roll-On Deodorant,Elaris,500ml,400,PC-DO,"gluten,shellfish",1512954589382,06/07/21
IN02747,Qualis Oil Control Face Wash,Qualis,500ml,200,PC-FW,"gluten,eggs,fish,peanuts",5359522875128,29/01/18
IN02748,DUMMY-Purevex स्प्रे Dish Liquid,Purevex,500ml,75,HH-DW,"peanuts,shellfish,soy",1114963360985,30/01/19
IN02749,Polvera Nourishing Body Cleanser,Polvera,50ml,200,PC-BW,"gluten,fish",1974005975832,08/12/20
IN02750,Zenpur Mustard Sauce,Zenpur,750ml,200,FB-CN,eggs,0420841828654,16/01/21
IN02751,Cryston Dish Liquid,Cryston,500ml,400,HH-DW,tree nuts,5054151909373,23/02/22
IN02752,Zephyr Glass Cleaner,Zephyr,400ml,300,HH-SC,,6169413512846,19/04/20
IN02753,Toreva स्प्रे Aloe Hand Wash,Toreva,250ml,250,PC-HW,"wheat,shellfish,sesame,tree nuts",0699226915696,28/10/20
IN02754,Sovara Dish Liquid,Sovara,50ml,500,HH-DW,shellfish,6100235120949,05/02/22
IN02755,Frosten Heavy Duty Dish Soap,Frosten,75ml,250,HH-DW,"soy,peanuts,sesame",3856337598492,15/12/18
IN02756,Tolvex Hydrating Face Wash,Tolvex,400ml,500,PC-FW,"milk,eggs,sesame",1133795233144,21/08/20
IN02757,Helix Repair Conditioner,Helix,1000ml,400,PC-CD,,7127879633870,17/06/18
02758,Serafix शैम्पू Liquid Laundry Detergent,Serafix,1000ml,100,HH-LN,milk,8220448435192,04/07/23
IN02759,Solven साबुन Stain Remover,Solven,300ml,200,HH-LN,"tree nuts,shellfish,eggs,fish",0425990028429,30/06/19
IN02760,Solaris Daily Moisturiser,Solaris,50ml,75,PC-MS,"soy,eggs,gluten,shellfish",7434030579251,08/01/19
IN02761,Plexum Kitchen Cleaner,Plexum,150ml,250,HH-SC,"eggs,soy,fish,peanuts",2201529796858,24/03/21
IN02762,Helix Moisturising लोशन Hand Wash,Helix,75ml,300,PC-HW,"milk,gluten,fish",2082124076640,15/10/21
IN02763,Motivo Mayonnaise,Motivo,100ml,100,FB-CN,,3501134496891,29/08/21
IN02764,Tresol Sensitive Skin Body क्रीम Wash,Tresol,750ml,75,PC-BW,"peanuts,sesame,gluten,wheat",4949725472043,28/06/23
IN02765,Tresol SPF Moisturiser,Tresol,1000ml,75,PC-MS,"tree nuts,fish,soy",9490465144448,19/09/22
IN02766,Solaris Granola Bar,Solaris,200ml,500,FB-SN,,4525288864657,12/03/18
02767,Plexum Stain Remover,Plexum,50ml,200,HH-LN,eggs,7842139136990,07/08/23
IN02768,Alteva फोम Sport Deodorant,Alteva,150ml,150,PC-DO,"shellfish,gluten,wheat",7154224125032,29/11/23
IN02769,Nuvelo Mayonnaise,Nuvelo,75ml,100,FB-CN,"shellfish,wheat",2372074197534,10/05/23
IN02770,Sovara Moisturising Body Wash,Sovara,150ml,100,PC-BW,gluten,9887733521085,30/10/21
IN02771,Teraxis Laundry Powder,Teraxis,400ml,250,HH-LN,"sesame,wheat",6321894510883,20/11/21
02772,Hevara Stain Remover,Hevara,750ml,500,HH-LN,,8119942817835,14/03/21
IN02773,Purelix Deep Conditioner,Purelix,200ml,150,PC-CD,,5534334971972,07/06/19
IN02774,Nuvelo Tomato सीरम Ketchup,Nuvelo,50ml,150,FB-CN,peanuts,2430091731633,26/06/20
IN02775,Gleam Repair Conditioner,Gleam,150ml,50,PC-CD,"shellfish,wheat,peanuts,sesame",7839071212578,04/11/22
IN02776,Oralix Dish Liquid,Oralix,100ml,200,HH-DW,,9827244952077,22/04/22
IN02777,Teraxis सीरम Eco Dish Liquid,Teraxis,75ml,250,HH-DW,sesame,3119778951661,07/01/22
IN02778,Novix Moisturising Body स्प्रे Wash,Novix,50ml,50,PC-BW,"peanuts,gluten",0277601231625,22/10/21
IN02779,Helix Bathroom स्प्रे Cleaner,Helix,50ml,50,HH-SC,,3668574397383,11/01/21
IN02780,Tolvex Multi-Surface Spray,Tolvex,500ml,200,HH-SC,"sesame,eggs",6302129182365,04/03/20
IN02781,Qualis Kitchen क्रीम Cleaner,Qualis,75ml,75,HH-SC,"gluten,peanuts",8031026237059,01/06/18
IN02782,Solvix Foaming Hand Wash,Solvix,200ml,500,PC-HW,tree nuts,2292546547639,11/11/18
IN02783,Helix Aloe Hand Wash,Helix,200ml,250,PC-HW,"gluten,milk",3653542372462,04/10/22
IN02784,Tolvex Glass Cleaner,Tolvex,100ml,100,HH-SC,"soy,shellfish,milk,eggs",7479045522427,27/06/18
IN02785,Sovara Whitening Deodorant,Sovara,200ml,100,PC-DO,"peanuts,shellfish",8064371960341,27/09/23
IN02786,Plexum Heavy Duty Dish Soap,Plexum,75ml,75,HH-DW,"milk,eggs,tree nuts",6539952115424,10/11/20
IN02787,Zenpur Moisturising Body Wash,Zenpur,50ml,200,PC-BW,shellfish,9086808835854,13/12/21
IN02788,Sovara Laundry Powder,Sovara,200ml,250,HH-LN,"sesame,shellfish",5979974254298,25/08/18
IN02789,Aurova Granola लोशन Bar,Aurova,300ml,500,FB-SN,shellfish,5684978507867,26/05/23
IN02790,Plexum क्रीम Repair Conditioner,Plexum,50ml,500,PC-CD,,5808678945112,30/06/20
02791,Elaris शैम्पू Mayonnaise,Elaris,300ml,400,FB-CN,,9992752371006,25/08/19
IN02792,Vivara Oat Protein Bar,Vivara,750ml,300,FB-SN,tree nuts,1875705320932,22/03/22
IN02793,Solvix Volumising Shampoo,Solvix,1000ml,50,PC-SH,,4464197294103,15/05/20
IN02794,Toreva Foaming Hand Wash,Toreva,500ml,50,PC-HW,"gluten,soy,wheat",8940117130370,25/04/18
IN02795,Solven Heavy Duty Dish Soap,Solven,500ml,200,HH-DW,"shellfish,milk,gluten",7373169275927,02/07/23
IN02796,Oralix Intensive Moisturiser,Oralix,75ml,50,PC-MS,,6977400970186,01/06/20
IN02797,Teraxis Repair तेल Conditioner,Teraxis,1000ml,300,PC-CD,"eggs,sesame,milk",6108537007005,15/02/19
IN02798,Krisol सीरम Refreshing Shower Gel,Krisol,100ml,100,PC-BW,,2683905101188,07/10/18
IN02799,Clarity Rice Cakes,Clarity,150ml,200,FB-SN,"sesame,milk,shellfish,peanuts",6987101494119,10/10/22
IN02800,Luxara Oil Control Face साबुन Wash,Luxara,100ml,100,PC-FW,,4295861672114,09/06/23
IN02801,Toreva Refreshing Shower स्प्रे Gel,Toreva,200ml,200,PC-BW,"fish,tree nuts,sesame,milk",2421825480576,15/11/21
IN02802,Zephyr Rinse Aid,Zephyr,100ml,200,HH-DW,peanuts,2633523175481,19/12/22
IN02803,Solvix Multi-Surface Spray,Solvix,150ml,100,HH-SC,,2061392031865,16/01/23
IN02804,Nuvelo Foaming Hand Wash,Nuvelo,200ml,500,PC-HW,wheat,8780739004969,01/08/20
02805,Motivo Sensitive Skin Body Wash,Motivo,300ml,300,PC-BW,"fish,wheat,gluten",0296499104712,27/08/22
IN02806,Toreva Lightweight Lotion,Toreva,200ml,250,PC-MS,"peanuts,gluten,fish,wheat",7713715342787,17/05/20
IN02807,Alteva सीरम Mayonnaise,Alteva,400ml,150,FB-CN,wheat,7665484274946,21/10/22
IN02808,Qualis Granola Bar,Qualis,1000ml,200,FB-SN,,3002143665945,10/01/22
IN02809,Luxara Hydrating Face Wash,Luxara,100ml,150,PC-FW,soy,4533566822893,29/08/22
IN02810,Polvera जेल Sensitive Deodorant,Polvera,250ml,200,PC-DO,"wheat,milk,soy,fish",9801337619153,15/02/23
IN02811,Solven फोम Multi-Surface Spray,Solven,200ml,75,HH-SC,,1581623153940,20/10/19
IN02812,Glova Liquid Laundry Detergent,Glova,250ml,500,HH-LN,"fish,tree nuts,milk",9163975057927,10/05/19
IN02813,Vanta 24hr Roll-On पाउडर Deodorant,Vanta,1000ml,500,PC-DO,,0094430027737,21/07/19
IN02814,Qualis Deep Clean सीरम Body Wash,Qualis,300ml,200,PC-BW,shellfish,6380826326763,16/07/20
IN02815,Helix Salted Crackers,Helix,200ml,150,FB-SN,,0753987141425,04/11/22
IN02816,Tresol Granola Bar,Tresol,750ml,150,FB-SN,"wheat,shellfish,peanuts,soy",6461438381675,15/05/21
IN02817,Nuarix Mixed Nuts स्प्रे Blend,Nuarix,500ml,250,FB-SN,"milk,tree nuts",8474389475285,07/06/23
IN02818,XXX-Qualis Repair साबुन Conditioner,Qualis,750ml,400,PC-CD,"sesame,gluten,wheat,eggs",4554042100144,25/06/22
IN02819,Krisol Hydrating Shampoo,Krisol,400ml,400,PC-SH,"tree nuts,peanuts,gluten,eggs",9057986626923,30/05/20
IN02820,Qualis Hydrating Face तेल Wash,Qualis,150ml,50,PC-FW,,2553952563775,12/06/20
IN02821,Zenpur Volumising जेल Shampoo,Zenpur,100ml,200,PC-SH,"sesame,shellfish",0131117517331,03/02/22
IN02822,Purelix क्रीम Laundry Powder,Purelix,100ml,200,HH-LN,"wheat,eggs,tree nuts,milk",5694438787173,08/10/18
IN02823,Solvix Brightening Face Wash,Solvix,750ml,150,PC-FW,"sesame,eggs",0548256273965,23/02/21
02824,Glova Oil Control Face Wash,Glova,300ml,75,PC-FW,milk,9928687842779,15/09/21
IN02825,Plexum Anti-Dandruff Shampoo,Plexum,300ml,400,PC-SH,milk,9750669912855,10/06/22
IN02826,Clarity Fabric Softener,Clarity,200ml,200,HH-LN,,6493311156858,02/07/21
IN02827,Motivo Refreshing Shower Gel,Motivo,100ml,75,PC-BW,"milk,fish,gluten,tree nuts",3632351852297,31/12/18
IN02828,Cladis Fragrance-Free Hand Wash,Cladis,75ml,150,PC-HW,,7398714845448,25/03/20
IN02829,Cryston Moisturising Body Wash,Cryston,1000ml,200,PC-BW,"shellfish,gluten",7414651831631,01/04/20
IN02830,Plexum Repair Conditioner,Plexum,150ml,300,PC-CD,milk,5757866070252,06/04/18
IN02831,Sovara Glass Cleaner,Sovara,300ml,50,HH-SC,"gluten,tree nuts,milk",8526106896559,06/05/20
IN02832,Krisol Volumising Conditioner,Krisol,200ml,400,PC-CD,"eggs,peanuts",1240439684832,27/07/21
IN02833,Oralix Heavy Duty Dish Soap,Oralix,50ml,50,HH-DW,,8208716388197,01/06/20
IN02834,Teraxis Oat Protein Bar,Teraxis,1000ml,100,FB-SN,"eggs,gluten,soy",8198792165013,20/11/23
IN02835,Tolvex Repair Shampoo,Tolvex,250ml,400,PC-SH,"milk,eggs,gluten",8675226249155,12/06/19
IN02836,Lumeva साबुन Vinegar Dressing,Lumeva,150ml,100,FB-CN,"eggs,fish,sesame,wheat",1773131974937,19/04/19
IN02837,XXX-Tresol Brightening Face पाउडर Wash,Tresol,400ml,300,PC-FW,tree nuts,5937651182562,03/10/22
IN02838,Glova सीरम Mustard Sauce,Glova,300ml,150,FB-CN,"eggs,shellfish,wheat,soy",1548362813412,17/08/20
IN02839,XXX-Serafix 24hr Roll-On Deodorant,Serafix,150ml,200,PC-DO,"milk,shellfish,peanuts",9687574465445,07/08/19
IN02840,Solaris Colour Protect Shampoo,Solaris,150ml,500,PC-SH,eggs,2558877405032,24/09/18
IN02841,Aurova 24hr Roll-On Deodorant,Aurova,200ml,300,PC-DO,"milk,sesame",6569963874478,09/07/23
IN02842,Frostine Volumising Shampoo,Frostine,75ml,100,PC-SH,"soy,sesame",3410657299769,16/04/22
IN02843,Krisol Sensitive Deodorant,Krisol,100ml,50,PC-DO,"shellfish,milk,soy",9336777441083,28/10/20
IN02844,Velaris Hydrating Face Wash,Velaris,75ml,75,PC-FW,"wheat,milk,sesame,eggs",4093582717325,06/08/18
IN02845,Polvera Gentle तेल Face Wash,Polvera,50ml,300,PC-FW,"fish,peanuts,gluten",5184788797880,29/09/23
IN02846,Primus SPF Moisturiser,Primus,1000ml,400,PC-MS,"peanuts,shellfish,milk",1491794619063,26/12/19
IN02847,Zenpur Hydrating Face तेल Wash,Zenpur,75ml,50,PC-FW,"soy,wheat,shellfish,tree nuts",8668689984206,27/03/18
IN02848,Motivo Oil Control Face जेल Wash,Motivo,250ml,50,PC-FW,milk,5241142076514,02/07/20
IN02849,Kaleo Brightening Face Wash,Kaleo,750ml,200,PC-FW,"tree nuts,shellfish,fish,milk",3961084929700,17/05/21
IN02850,Alteva 48hr Spray सीरम Deodorant,Alteva,300ml,500,PC-DO,"fish,eggs,wheat",9767621354561,07/10/18
IN02851,Glova Night Cream,Glova,250ml,150,PC-MS,"soy,peanuts,tree nuts,eggs",1200859040021,19/02/21
02852,Vanta Repair Shampoo,Vanta,150ml,300,PC-SH,"wheat,soy",7331342414716,01/10/23
IN02853,Cladis Heavy Duty Dish Soap,Cladis,100ml,75,HH-DW,"shellfish,peanuts,wheat",9210172748216,27/10/21
IN02854,Arovia Repair Shampoo,Arovia,250ml,50,PC-SH,"gluten,fish,soy",1324049619658,13/01/19
IN02855,Cladis Heavy Duty Dish Soap,Cladis,100ml,400,HH-DW,,4570658686230,15/12/22
IN02856,Nuarix Fabric Softener,Nuarix,400ml,400,HH-LN,,7121999391764,14/05/23
IN02857,Teraxis Deep Clean Body Wash,Teraxis,50ml,50,PC-BW,wheat,7962445278433,01/01/18
IN02858,Plexum जेल Salted Crackers,Plexum,750ml,500,FB-SN,"sesame,milk,fish",4659491868499,25/09/23
IN02859,Aevum Bathroom Cleaner,Aevum,150ml,100,HH-SC,,3922686870371,12/02/22
IN02860,Novix Sensitive लोशन Deodorant,Novix,250ml,200,PC-DO,"shellfish,fish",5309246430813,30/06/20
IN02861,Kaleo Leave-In फोम Conditioner,Kaleo,250ml,400,PC-CD,tree nuts,1226643509451,23/02/22
IN02862,Plexum Rice Cakes,Plexum,75ml,200,FB-SN,"wheat,fish,sesame,eggs",2477603828078,15/10/18
IN02863,Brightway सीरम Moisturising Body Wash,Brightway,200ml,250,PC-BW,"sesame,fish,peanuts,milk",7939969793391,11/04/20
IN02864,Serafix Hydrating Face Wash,Serafix,150ml,500,PC-FW,"fish,sesame,soy",8689825817387,12/11/22
IN02865,Motivo Liquid Laundry Detergent,Motivo,250ml,100,HH-LN,soy,5079937873525,12/04/19
IN02866,XXX-Alteva Eco Dish Liquid,Alteva,50ml,300,HH-DW,"peanuts,fish,milk,tree nuts",3342995086728,24/09/19
IN02867,Kaleo Foaming तेल Hand Wash,Kaleo,500ml,75,PC-HW,,7677786739719,23/12/23
IN02868,Vanta Colour Protect शैम्पू Shampoo,Vanta,250ml,400,PC-SH,"fish,sesame",9933053740627,15/11/20
IN02869,Glova Volumising Conditioner,Glova,50ml,150,PC-CD,wheat,4877365188492,31/03/19
02870,Purelix Eco Dish Liquid,Purelix,300ml,75,HH-DW,wheat,9406357247630,27/11/21
IN02871,Cladis Kitchen Cleaner,Cladis,1000ml,500,HH-SC,"milk,gluten",7284385800995,24/09/23
IN02872,Solvix Foaming Hand Wash,Solvix,750ml,100,PC-HW,"tree nuts,milk",5149048735972,15/03/22
IN02873,Elaris Night Cream,Elaris,250ml,150,PC-MS,"peanuts,fish,eggs",0779977222264,13/06/21
IN02874,Krisol Antibacterial Hand Wash,Krisol,250ml,150,PC-HW,milk,0270275076974,25/11/22
IN02875,Cristalix Oat Protein Bar,Cristalix,500ml,50,FB-SN,"eggs,peanuts",5386901681209,02/08/23
IN02876,Oralix 24hr Roll-On Deodorant,Oralix,50ml,300,PC-DO,"gluten,eggs,tree nuts,wheat",8593922445568,19/10/21
IN02877,Kaleo Leave-In Conditioner,Kaleo,100ml,75,PC-CD,"sesame,peanuts",4139995176998,26/03/20
IN02878,Cristalix Gentle क्रीम Face Wash,Cristalix,500ml,75,PC-FW,"fish,tree nuts",9070569510631,12/08/22
IN02879,Tresol Hydrating Shampoo,Tresol,500ml,400,PC-SH,sesame,1173069938214,02/02/21
IN02880,Novix 48hr Spray Deodorant,Novix,400ml,500,PC-DO,"gluten,fish,wheat,peanuts",9302840521853,13/07/18
IN02881,Oralix Sensitive Deodorant,Oralix,500ml,150,PC-DO,,9126048589657,15/12/20
IN02882,Purevex Eco Dish Liquid,Purevex,500ml,200,HH-DW,"milk,soy",8654719270548,22/09/23
IN02883,Alteva Bathroom Cleaner,Alteva,400ml,50,HH-SC,"fish,gluten",2300560944614,17/01/22
IN02884,Tresol Moisturising Body Wash,Tresol,1000ml,150,PC-BW,"milk,fish",6566050590853,07/03/22
IN02885,Sovara Rice जेल Cakes,Sovara,250ml,400,FB-SN,"gluten,soy,shellfish,peanuts",3919474372995,20/06/18
IN02886,Toreva Mixed Nuts Blend,Toreva,100ml,75,FB-SN,"fish,milk,eggs,sesame",2764714243211,17/02/19
IN02887,Oralix Colour Protect Shampoo,Oralix,100ml,300,PC-SH,"wheat,soy,shellfish",7381330983144,24/02/22
IN02888,Solaris Leave-In Conditioner,Solaris,500ml,50,PC-CD,peanuts,6332874256561,28/05/22
IN02889,Vanta Aloe Hand Wash,Vanta,1000ml,250,PC-HW,"milk,gluten,sesame,tree nuts",5895381575019,10/07/21
IN02890,Solvix पाउडर Night Cream,Solvix,500ml,250,PC-MS,"sesame,eggs,milk",7794914881512,23/04/21
IN02891,Purelix Intensive Moisturiser,Purelix,75ml,250,PC-MS,"eggs,shellfish",1006562666882,22/01/22
IN02892,Polvera फोम SPF Moisturiser,Polvera,250ml,150,PC-MS,"soy,shellfish,sesame",6659959902343,27/02/21
IN02893,Luxara Leave-In Conditioner,Luxara,75ml,300,PC-CD,wheat,6648491861461,19/10/19
IN02894,XXX-Plexum Stain Remover,Plexum,300ml,150,HH-LN,"sesame,milk",5331513135619,24/03/19
IN02895,XXX-Nexpur Multi-Surface Spray,Nexpur,400ml,500,HH-SC,"shellfish,soy",4479372239176,07/04/22
IN02896,Nuarix Colour Protect Shampoo,Nuarix,300ml,500,PC-SH,wheat,5885843135745,03/03/18
IN02897,Frostine Laundry Capsules,Frostine,400ml,200,HH-LN,,7397296175653,05/12/22
IN02898,Clarity Disinfectant Spray,Clarity,50ml,300,HH-SC,,8344251180954,03/12/20
IN02899,Purevex फोम Sport Deodorant,Purevex,750ml,100,PC-DO,"eggs,tree nuts",2863484016176,16/07/18
IN02900,Verdant Hot Chilli Sauce,Verdant,750ml,75,FB-CN,"peanuts,tree nuts",3375201569142,19/11/22
IN02901,Motivo सीरम Tomato Ketchup,Motivo,1000ml,200,FB-CN,,5733768409130,30/12/20
IN02902,Primus Repair क्रीम Shampoo,Primus,75ml,50,PC-SH,"shellfish,wheat,sesame",5714514951493,11/01/22
IN02903,Arovia लोशन Whitening Deodorant,Arovia,150ml,500,PC-DO,"soy,fish,milk",7296618084386,26/10/23
IN02904,Novix Repair Shampoo,Novix,200ml,500,PC-SH,shellfish,2309907046448,26/10/21
IN02905,Luminos Refreshing Shower Gel,Luminos,1000ml,50,PC-BW,"milk,peanuts,tree nuts",1990818733001,28/12/19
IN02906,Cristalix Glass Cleaner,Cristalix,100ml,400,HH-SC,wheat,3736950432604,21/09/21
IN02907,Verdant Dish Liquid,Verdant,400ml,150,HH-DW,"soy,tree nuts",2265493053973,17/02/20
IN02908,Solven SPF Moisturiser,Solven,150ml,250,PC-MS,"gluten,fish,peanuts,eggs",6060098972744,15/02/18
IN02909,DUMMY-Helix Granola Bar,Helix,200ml,150,FB-SN,,6411991365643,22/07/18
IN02910,Nuarix Mayonnaise,Nuarix,250ml,200,FB-CN,fish,0062892238435,14/01/22
IN02911,Lumeva Disinfectant Spray,Lumeva,150ml,500,HH-SC,"tree nuts,peanuts,gluten,sesame",9225174752949,29/12/22
IN02912,Cladis Bathroom Cleaner,Cladis,250ml,250,HH-SC,,2889563836763,01/10/22
IN02913,Oralix Sensitive Deodorant,Oralix,150ml,75,PC-DO,,1221338753423,29/10/18
IN02914,Tolvex SPF जेल Moisturiser,Tolvex,500ml,150,PC-MS,"peanuts,tree nuts",7498839683823,22/01/22
IN02915,Elaris Repair Conditioner,Elaris,150ml,50,PC-CD,"soy,tree nuts,gluten,fish",5215173466064,22/12/23
IN02916,Teraxis Oat Protein Bar,Teraxis,750ml,100,FB-SN,"shellfish,eggs",5756108010308,27/10/19
